Provider	Provider Country	Vendor Identifier	UPC	ISRC	Artist / Show	Title / Episode / Season	Label/Studio/Network	Product Type Identifier	Units	Royalty Price	Begin Date	End Date	Customer Currency	Country Code	Royalty Currency	Preorder	Season Pass	ISAN	Apple Identifier	Customer Price	CMA
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080802	20080802	EUR	PL	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	3	0	20080802	20080802	USD	BR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080802	20080802	USD	AR	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	7	1	0	20080802	20080802	USD	US	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	6	0	20080802	20080802	EUR	PT	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080802	20080802	USD	VE	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	52	0	20080802	20080802	EUR	DE	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	3	0	20080802	20080802	EUR	IE	EUR	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	8	0	20080802	20080802	USD	RU	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	4	0	20080802	20080802	USD	CL	USD	 	 	 	285823926	0	 
APPLE	US	101010	 	 	Flying Monkey Enterprises	iResist	 	1	1	0	20080802	20080802	USD	CO	USD	 	 	 	285823926	0	 
